page,country,rev_id,population,region,article_quality
Al-Husayn II ibn Mahmud,Tunisia,787022474,11.895999999999999,AFRICA,Stub
Artur Ivens Ferraz,Portugal,787023701,10.255,EUROPE,Stub
"Thomas Ponsonby, 3rd Baron Ponsonby of Shulbrede",United Kingdom,787025230,67.16,EUROPE,Stub
Ray Bailey,Australia,787030599,25.754,OCEANIA,Stub
Félix Lancís Sánchez,Cuba,787038366,11.280999999999999,LATIN AMERICA AND THE CARIBBEAN,Stub
Ludwig Landmann,Germany,787041244,83.3,EUROPE,Start
Lamjavyn Gündalai,Mongolia,787041850,3.361,ASIA,Start
Trần Độ,Vietnam,787044208,96.209,ASIA,Start
Frema Opare,Ghana,787054022,31.073,AFRICA,Stub
Henry Lascelles (1690–1753),United Kingdom,787055298,67.16,EUROPE,C
G M Quader,Bangladesh,787063030,169.80900000000003,ASIA,Start
Kim Cheon-il,"Korea, South",787065740,51.781000000000006,ASIA,Start
Abdollah Jassbi,Iran,787068278,84.15,ASIA,Start
Taher Tawfiq al-Ani,Iraq,787070133,39.725,ASIA,Stub
Hashim Aqrawi,Iraq,787073249,39.725,ASIA,Start
Charles Edward Bruce,United Kingdom,787073835,67.16,EUROPE,Start
Sharna Fernandez,South Africa,787077255,59.628,AFRICA,Stub
Dëshira Subashi,Albania,787078197,2.838,EUROPE,Stub
Christopher Lieven,Russia,787079225,146.733,EUROPE,Start
Lycomedes of Mantinea,Greece,787080293,10.7,EUROPE,Stub
Ivan Lychov,Russia,787080522,146.733,EUROPE,Stub
Angaangaq Lyberth,Denmark,787080763,5.829,EUROPE,Stub
Lim Han Hoe,Singapore,787087426,5.769,ASIA,Start
Aristides Lima,Cape Verde,787087507,556.0,AFRICA,Start
Maarit Feldt-Ranta,Finland,787088271,5.529,EUROPE,Stub
Habib Sadek,Lebanon,787089801,6.825,ASIA,Stub
Albert Garcia,Philippines,787090023,109.581,ASIA,Stub
Hristo Lukov,Bulgaria,787090921,6.9270000000000005,EUROPE,Start
M. H. Lukman,Indonesia,787091037,271.73900000000003,ASIA,Start
Anna Lindhagen,Sweden,787092748,10.377,EUROPE,Start
José Pedro de Morais,Angola,787094495,32.522,AFRICA,Stub
Venâncio da Silva Moura,Angola,787095864,32.522,AFRICA,Stub
Luis Hierro Rivera,Uruguay,787097185,3.531,LATIN AMERICA AND THE CARIBBEAN,Stub
Wilfried Vandaele,Belgium,787100460,11.515,EUROPE,Stub
Karl Vanlouwe,Belgium,787101037,11.515,EUROPE,Stub
Marc Hendrickx,Belgium,787101520,11.515,EUROPE,Stub
Karim Van Overmeire,Belgium,787102066,11.515,EUROPE,Stub
Lingeer Ndoye Demba,Senegal,787104149,16.744,AFRICA,B
Marija Atanassowa,Bulgaria,787104172,6.9270000000000005,EUROPE,Stub
Olga Lipovskaya,Russia,787105591,146.733,EUROPE,Stub
Seyed Mahmood Hosseini,Iran,787109199,84.15,ASIA,Start
Maka Kotto,Canada,787109348,38.19,NORTHERN AMERICA,C
Svetlana Zhurova,Russia,787112102,146.733,EUROPE,Stub
Habte Giyorgis Dinagde,Ethiopia,787113699,114.916,AFRICA,Start
Peter Brixtofte,Denmark,787115803,5.829,EUROPE,C
Mincho Neychev,Bulgaria,787121543,6.9270000000000005,EUROPE,Stub
Étienne Mentor,Martinique,787128336,356.0,LATIN AMERICA AND THE CARIBBEAN,Start
Josef Pühringer,Austria,787128511,8.914,EUROPE,Stub
Mohammad Yeganeh,Iran,787134300,84.15,ASIA,Start
Lei Zhengfu,China,787135155,1402.385,ASIA,C
Piero Ginori Conti,Italy,787138253,60.29600000000001,EUROPE,Start
A. H. Sahu Khan,Fiji,787138436,896.0,OCEANIA,Stub
Salah ben Youssef,Tunisia,787138969,11.895999999999999,AFRICA,C
A. K. S. Usgaonkar,India,787142416,1400.1,ASIA,Stub
Jharna Dhara Chowdhury,Bangladesh,787142941,169.80900000000003,ASIA,Stub
Juan de Garay y Becerra,Spain,787144429,47.635,EUROPE,Stub
A. Paranjothy,Sri Lanka,787146965,21.936999999999998,ASIA,Stub
Vezhdi Rashidov,Bulgaria,787149517,6.9270000000000005,EUROPE,Start
Rogelio de la Rosa,Philippines,787150709,109.581,ASIA,C
Giovanna Debono,Malta,787150757,522.0,EUROPE,Start
Tonio Fenech,Malta,787151148,522.0,EUROPE,Start
Austin Gatt,Malta,787151385,522.0,EUROPE,Start
Lincoln Verduga Loor,Ecuador,787152589,17.511,LATIN AMERICA AND THE CARIBBEAN,Start
Tore Lokoloko,Papua New Guinea,787153126,8.95,OCEANIA,Stub
Silvius Magnago,Italy,787154490,60.29600000000001,EUROPE,Start
Siegfried Lorenz (politician),Germany,787154518,83.3,EUROPE,Start
Muirchertach Mac Lochlainn,Ireland,787156927,5.003,EUROPE,Start
Martim Pires Machado,Portugal,787157541,10.255,EUROPE,Stub
Manmohan Malhoutra,India,787157759,1400.1,ASIA,Stub
El Temür,China,787157987,1402.385,ASIA,Stub
Manasse ǃNoreseb,Namibia,787159099,2.541,AFRICA,C
Mammad agha Shahtakhtinski,Azerbaijan,787159777,10.107999999999999,ASIA,Start
Phile (politician),Greece,787162909,10.7,EUROPE,Stub
Magomed Tankayev,Russia,787165290,146.733,EUROPE,C
Magnus Minniskiöld,Sweden,787165337,10.377,EUROPE,C
Magnus IV of Sweden,Sweden,787165351,10.377,EUROPE,C
Frank Jolly,New Zealand,787165628,4.987,OCEANIA,Stub
Jin Shuren,China,787167773,1402.385,ASIA,Start
Ma Duanlin,China,787170411,1402.385,ASIA,Start
Sabit Osman Avcı,Turkey,787171041,83.73700000000001,ASIA,Stub
Lü Buwei,China,787171294,1402.385,ASIA,C
Ludwig von Flotow,Austria,787171897,8.914,EUROPE,Stub
Lucy Masterman,United Kingdom,787172281,67.16,EUROPE,Start
Luis Lusquiños,Argentina,787172971,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Lu Xiufu,China,787173150,1402.385,ASIA,Start
Loyola Guzmán,Bolivia,787173263,11.633,LATIN AMERICA AND THE CARIBBEAN,Stub
Louis Rwagasore,Burundi,787175253,11.866,AFRICA,C
Joaquim Pinto de Andrade,Angola,787178508,32.522,AFRICA,Stub
Hu Ruoyu,China,787180882,1402.385,ASIA,Stub
Liu Xiang (scholar),China,787184538,1402.385,ASIA,C
Jaime Nebot,Ecuador,787187416,17.511,LATIN AMERICA AND THE CARIBBEAN,GA
Nyimasata Sanneh-Bojang,Gambia,787190232,2.417,AFRICA,Start
Marios Demetriades,Cyprus,787191268,1.207,ASIA,Stub
Lauri Ingman,Finland,787193188,5.529,EUROPE,Stub
Henry Cooper (U.S. Senator),United States,787194577,329.87800000000004,NORTHERN AMERICA,Start
List of Presidents of the National Convention,France,787197662,64.94,EUROPE,B
Mustafa Barghouti,Palestinian Territory,787198183,5.008,ASIA,C
Kurt Löwenstein,Germany,787200634,83.3,EUROPE,Start
Kathleen Maltzahn,Australia,787200816,25.754,OCEANIA,C
Justin Malewezi,Malawi,787200884,19.13,AFRICA,Start
Josep Lluís i Facerias,Spain,787201039,47.635,EUROPE,Start
Jean Madiran,France,787201596,64.94,EUROPE,C
Jan Mączyński,Poland,787201690,38.368,EUROPE,B
Walter Wobmann,Switzerland,787203611,8.634,EUROPE,Stub
Zibang Zurenuoc,Papua New Guinea,787204497,8.95,OCEANIA,Start
Alexander Alexandrovich Makarov,Russia,787205801,146.733,EUROPE,Start
Silvia Pinal,Mexico,787206709,127.792,LATIN AMERICA AND THE CARIBBEAN,C
Shigeyoshi Matsumae,Japan,787207980,125.96700000000001,ASIA,C
Penda Mbow,Senegal,787209494,16.744,AFRICA,Start
P. H. Matthews,New Zealand,787209725,4.987,OCEANIA,Start
Nikolai Mefodiev,Russia,787209890,146.733,EUROPE,Start
Máximo Jerez,Nicaragua,787210327,6.596,LATIN AMERICA AND THE CARIBBEAN,Start
Lawrence Sifuna,Kenya,787214879,53.528,AFRICA,Stub
Florvil Hyppolite,Haiti,787215181,11.402999999999999,LATIN AMERICA AND THE CARIBBEAN,B
Josef Cichy,Poland,787215300,38.368,EUROPE,Stub
Mendi Msimang,South Africa,787215858,59.628,AFRICA,Stub
Meir Bar-Ilan,Israel,787217704,9.216000000000001,ASIA,C
David Lee (politician),Taiwan,787219583,23.61,ASIA,C
Antun Maqdisi,Syria,787220417,19.398,ASIA,Start
Electoral history of Hassan Rouhani,Iran,787223351,84.15,ASIA,Start
Martín Suárez de Toledo,Spain,787224909,47.635,EUROPE,Stub
María de los Ángeles Errisúriz,Mexico,787228361,127.792,LATIN AMERICA AND THE CARIBBEAN,Start
Mariano Ospina Rodríguez,Colombia,787230435,49.443999999999996,LATIN AMERICA AND THE CARIBBEAN,C
Maung Maung Ohn,Myanmar,787233649,54.70399999999999,ASIA,Stub
Manuel Márquez Sterling,Cuba,787234894,11.280999999999999,LATIN AMERICA AND THE CARIBBEAN,Stub
"Martha Bruce, Countess of Elgin and Kincardine",United Kingdom,787236627,67.16,EUROPE,B
Jacob L. Martin,United States,787244101,329.87800000000004,NORTHERN AMERICA,Stub
Phone Maw Shwe,Myanmar,787244968,54.70399999999999,ASIA,Stub
Tha Aye,Myanmar,787246131,54.70399999999999,ASIA,Stub
Min Min Oo,Myanmar,787246160,54.70399999999999,ASIA,Stub
Edward George Wright,New Zealand,787249879,4.987,OCEANIA,Start
Electoral history of Jim Bolger,New Zealand,787250773,4.987,OCEANIA,Start
Dumitru Mârza,Moldova,787250833,3.535,EUROPE,Stub
Electoral history of Geoffrey Palmer,New Zealand,787252025,4.987,OCEANIA,Stub
Lloyd Mandeno,New Zealand,787253678,4.987,OCEANIA,Stub
Jean Michel Camille Malfroy,New Zealand,787253732,4.987,OCEANIA,Stub
William Mackenzie Fraser,New Zealand,787255897,4.987,OCEANIA,Stub
Thein Aung,Myanmar,787256453,54.70399999999999,ASIA,Stub
Samuel Irwin Crookes,New Zealand,787257204,4.987,OCEANIA,Stub
Alexander Bruce (politician),New Zealand,787257741,4.987,OCEANIA,Stub
Myat Ko,Myanmar,787258281,54.70399999999999,ASIA,Stub
Masuma Esmati-Wardak,Afghanistan,787258680,38.928000000000004,ASIA,Stub
Celia Lynch,Ireland,787259744,5.003,EUROPE,Stub
Math Ly,Cambodia,787260537,15.497,ASIA,Stub
Matsudaira Norikata,Japan,787263146,125.96700000000001,ASIA,Start
Henning Matzen,Denmark,787267109,5.829,EUROPE,Start
A 250 Years Old Person,Iran,787268259,84.15,ASIA,Start
Jörg Mauthe,Austria,787270579,8.914,EUROPE,C
Santino Deng Wol,South Sudan,787271988,11.194,AFRICA,Stub
Abdullahi Ahmed Addow,Somalia,787275673,15.892999999999999,AFRICA,Start
Abdulrahim Abby Farah,Somalia,787275686,15.892999999999999,AFRICA,Start
Abdulsalam Abdullah,Iraq,787275714,39.725,ASIA,Stub
RE Nainggolan,Indonesia,787276403,271.73900000000003,ASIA,Start
Alexandre Sambat,Gabon,787277981,2.231,AFRICA,Start
Nikola Mikhov,Bulgaria,787278239,6.9270000000000005,EUROPE,Start
Mun Ikjeom,"Korea, South",787278512,51.781000000000006,ASIA,Start
Andrew O'Brien (politician),United States,787279291,329.87800000000004,NORTHERN AMERICA,Start
"Jean-Louis Masson (politician, 1947)",France,787279869,64.94,EUROPE,Stub
Anwar Hossain Manju,Bangladesh,787280263,169.80900000000003,ASIA,Start
Arafan Camara,Guinea,787280546,12.56,AFRICA,Stub
Mori Arinori,Japan,787280810,125.96700000000001,ASIA,Start
Augustine Kpehe Ngafuan,Liberia,787282023,5.058,AFRICA,Stub
Bahrain election 2006 women candidates,Bahrain,787282709,1.465,ASIA,C
Lorenzo Cesa,Italy,787283642,60.29600000000001,EUROPE,Start
Povilas Aksomaitis,Lithuania,787283738,2.7939999999999996,EUROPE,Stub
Marco Follini,Italy,787284943,60.29600000000001,EUROPE,Start
Mohammed ben Hadou,Morocco,787288103,35.952,AFRICA,Start
Mohammed al-Hajj ibn Abu Bakr al-Dila'i,Morocco,787288114,35.952,AFRICA,Stub
Callixte Nzabonimana,Rwanda,787288185,12.952,AFRICA,Start
Mohammad Toaha,Bangladesh,787288199,169.80900000000003,ASIA,Start
Carlos Alfredo Urrutia Valenzuela,Colombia,787289039,49.443999999999996,LATIN AMERICA AND THE CARIBBEAN,Stub
Celal Başkale,Turkey,787290280,83.73700000000001,ASIA,Start
Daniel Dubois,France,787291035,64.94,EUROPE,Stub
Ntsu Mokhehle,Lesotho,787292376,2.142,AFRICA,Start
Mischaël Modrikamen,Belgium,787293328,11.515,EUROPE,B
Mirza Abdul'Rahim Talibov Tabrizi,Iran,787293514,84.15,ASIA,C
Jean-Paul Amoudry,France,787294113,64.94,EUROPE,Stub
Jean Boyer (politician),France,787294172,64.94,EUROPE,Stub
Karl Schenk,Switzerland,787299207,8.634,EUROPE,Start
Dieudonné Ganga,Congo,787300758,5.518,AFRICA,Stub
Mihály Mikes,Hungary,787301744,9.767000000000001,EUROPE,Start
Anibal João Melo,Angola,787304575,32.522,AFRICA,Start
Michela Montevecchi,Italy,787305410,60.29600000000001,EUROPE,Stub
"Juan de Mendoza, 3rd Marquis of Montesclaros",Spain,787306014,47.635,EUROPE,Start
Carlos Antonio Mendoza,Panama,787306052,4.283,LATIN AMERICA AND THE CARIBBEAN,Stub
Michael Kawalya Kagwa,Uganda,787306486,45.74100000000001,AFRICA,Stub
Aadil Sheegow Sagaar,Somalia,787306727,15.892999999999999,AFRICA,Stub
Alfred Sherman,United Kingdom,787306791,67.16,EUROPE,C
Madame Montour,Canada,787308513,38.19,NORTHERN AMERICA,GA
Jenny Mikakos,Australia,787310863,25.754,OCEANIA,Start
Jan Mosdorf,Poland,787311070,38.368,EUROPE,Start
Jakob Meyer zum Hasen,Switzerland,787311307,8.634,EUROPE,Stub
Ion Mihalache,Romania,787311567,19.241,EUROPE,B
Ilie Moscovici,Romania,787311615,19.241,EUROPE,B
Giuseppe Montanelli,Italy,787312503,60.29600000000001,EUROPE,Start
German Kuznetsov,Kyrgyzstan,787313813,6.593999999999999,ASIA,Stub
Ghaffor Mirzoyev,Tajikistan,787313903,9.429,ASIA,Stub
Gilberto Crespo y Martínez,Mexico,787314020,127.792,LATIN AMERICA AND THE CARIBBEAN,Stub
György Bánlaki,Hungary,787315437,9.767000000000001,EUROPE,Stub
Harry Tong,Kiribati,787316100,125.0,OCEANIA,Start
Willoughby Cotton,United Kingdom,787316643,67.16,EUROPE,B
Electoral history of Margaret Thatcher,United Kingdom,787317806,67.16,EUROPE,Start
Aapo Harjula,Finland,787319302,5.529,EUROPE,Stub
Kim Chon-hae,"Korea, South",787319404,51.781000000000006,ASIA,Start
Seigō Nakano,Japan,787320244,125.96700000000001,ASIA,Start
Electoral history of Tony Blair,United Kingdom,787320319,67.16,EUROPE,Start
Pius Msekwa,Tanzania,787321208,59.733999999999995,AFRICA,Stub
William Redmond (1886–1932),Ireland,787323787,5.003,EUROPE,Start
Aaro Salo,Finland,787325450,5.529,EUROPE,Stub
Nelida Cabigayan,Philippines,787327216,109.581,ASIA,Stub
Necdet Calp,Turkey,787329014,83.73700000000001,ASIA,Start
Juan Hernandez (political advisor),United States,787332100,329.87800000000004,NORTHERN AMERICA,Start
National Salvation Committee,Ukraine,787332735,41.778,EUROPE,Stub
Ernest Moutoussamy,Guadeloupe,787332894,375.0,LATIN AMERICA AND THE CARIBBEAN,Start
Altero Matteoli,Italy,787333649,60.29600000000001,EUROPE,Stub
Jaroslav Svěchota,Slovakia,787333985,5.462000000000001,EUROPE,Start
Hamid Mowlana,Iran,787334395,84.15,ASIA,Start
Jorge Bolaños,Cuba,787335409,11.280999999999999,LATIN AMERICA AND THE CARIBBEAN,Start
Jules-Marius Ogouebandja,Gabon,787336160,2.231,AFRICA,Start
Julius Lekakeny Sunkuli,Kenya,787336224,53.528,AFRICA,Stub
János Petrán,Hungary,787336335,9.767000000000001,EUROPE,Stub
Karapet Rubinyan,Armenia,787336697,2.9560000000000004,ASIA,C
Naphtali Friedman,Lithuania,787336719,2.7939999999999996,EUROPE,Stub
Naoki Hoshino,Japan,787337007,125.96700000000001,ASIA,C
Naohiro Amaya,Japan,787337055,125.96700000000001,ASIA,Start
Károly Kovács,Hungary,787338594,9.767000000000001,EUROPE,Stub
Mu Qing (tusi),China,787339934,1402.385,ASIA,Stub
Mu Zeng,China,787339959,1402.385,ASIA,Stub
Mwadini Abbas Jecha,Tanzania,787343275,59.733999999999995,AFRICA,Stub
List of Presidents of the Legislative Assembly of Madeira,Portugal,787343763,10.255,EUROPE,Stub
Muhammad Hossein Naini,Iran,787343770,84.15,ASIA,C
Mustafa Abubakar,Indonesia,787344075,271.73900000000003,ASIA,Start
Andrea Ronchi,Italy,787344446,60.29600000000001,EUROPE,Start
M. J. Mahlangu,South Africa,787345588,59.628,AFRICA,Stub
Mahamane Ousmane,Niger,787345927,24.189,AFRICA,C
Henry Gurney,Malaysia,787347427,32.781,ASIA,C
Maryam Durani,Afghanistan,787347770,38.928000000000004,ASIA,C
Murata Seifū,Japan,787348399,125.96700000000001,ASIA,Stub
Mullah Ghani,Afghanistan,787348558,38.928000000000004,ASIA,Stub
Munzir ibn Sawa Al Tamimi,Bahrain,787348668,1.465,ASIA,Start
Karl von Müller,Germany,787349597,83.3,EUROPE,B
Michel Gbezera-Bria,Central African Republic,787349795,4.83,AFRICA,Start
Aatu Halme,Finland,787349903,5.529,EUROPE,Stub
Kumar Ponnambalam,Sri Lanka,787349924,21.936999999999998,ASIA,GA
Semyon Dimanstein,Russia,787350569,146.733,EUROPE,Start
Pawel Bartoszek,Iceland,787350943,368.0,EUROPE,Stub
Moises Wolfenson,Peru,787351138,32.824,LATIN AMERICA AND THE CARIBBEAN,Start
Margarita Nelken,Spain,787351378,47.635,EUROPE,C
Moumouni Adamou Djermakoye,Niger,787351488,24.189,AFRICA,C
Stella Ndabeni-Abrahams,South Africa,787351531,59.628,AFRICA,Stub
Mrs. King,Canada,787351708,38.19,NORTHERN AMERICA,Start
Bo Frank,Sweden,787351865,10.377,EUROPE,Stub
Joseph Musiol,Germany,787352243,83.3,EUROPE,Start
Nancy Halliday Ely-Raphel,United States,787352545,329.87800000000004,NORTHERN AMERICA,Start
Nasrin Oryakhil,Afghanistan,787352628,38.928000000000004,ASIA,Start
Gustav Neuring,Germany,787353268,83.3,EUROPE,Stub
Andrei Mureșanu,Romania,787353629,19.241,EUROPE,Start
Arthur Myers,New Zealand,787354837,4.987,OCEANIA,C
Abdias do Nascimento,Brazil,787355217,211.812,LATIN AMERICA AND THE CARIBBEAN,Start
Putin's Progress,Russia,787355607,146.733,EUROPE,Stub
The Last Moments of Napoleon,France,787355634,64.94,EUROPE,Stub
Elisabeth Domitien,Central African Republic,787355663,4.83,AFRICA,C
Boris Yeltsin: From Dawn to Dusk,Russia,787355914,146.733,EUROPE,Stub
La France pour la vie,France,787356056,64.94,EUROPE,Start
Émile (novel),France,787356327,64.94,EUROPE,Stub
Abakar Sabon,Central African Republic,787356329,4.83,AFRICA,Stub
Wincenty Niemojowski,Poland,787356536,38.368,EUROPE,Stub
Escape from China,China,787356609,1402.385,ASIA,Stub
A Diary of A Demonstrator,Indonesia,787356733,271.73900000000003,ASIA,Stub
Vincent de Paul Nyonda,Gabon,787356753,2.231,AFRICA,Start
"Gandhi, Fighter Without a Sword",India,787357232,1400.1,ASIA,Stub
Paul Pondi,Cameroon,787357515,26.598000000000003,AFRICA,C
Paulias Matane,Papua New Guinea,787357543,8.95,OCEANIA,C
Matters of Discretion,India,787357762,1400.1,ASIA,Stub
Mi Mensaje,Argentina,787357835,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Letters from a Father to His Daughter,India,787357964,1400.1,ASIA,Stub
Time and Chance (Kim Campbell),Canada,787357999,38.19,NORTHERN AMERICA,Stub
La razón de mi vida,Argentina,787358098,45.376999999999995,LATIN AMERICA AND THE CARIBBEAN,Stub
Peter Nguyen Van Hung,Vietnam,787358164,96.209,ASIA,Start
Ray O'Connor,Australia,787358271,25.754,OCEANIA,C
Pierre-Damien Boussoukou-Boumba,Congo,787358520,5.518,AFRICA,C
Per Nyström,Sweden,787358624,10.377,EUROPE,Stub
Péter Fülöp (diplomat),Hungary,787361917,9.767000000000001,EUROPE,Stub
Abatai,China,787363436,1402.385,ASIA,Start
Abba Musa Rimi,Nigeria,787364831,206.14,AFRICA,Start
Abbas Abdi,Iran,787365487,84.15,ASIA,Start
Ricardo Arias Calderón,Panama,787365977,4.283,LATIN AMERICA AND THE CARIBBEAN,C
Richard M. Moose,United States,787366120,329.87800000000004,NORTHERN AMERICA,Stub
Robert Calcagno,Monaco,787366281,38.0,EUROPE,C
Rodrigo Hernán Lloreda Caicedo,Colombia,787366880,49.443999999999996,LATIN AMERICA AND THE CARIBBEAN,Start
Abbas Ibrahim,Maldives,787367107,541.0,ASIA,Start
Abbas Vaez-Tabasi,Iran,787368428,84.15,ASIA,Start
Soth Phetrasy,Laos,787368508,7.242000000000001,ASIA,Stub
Abbas al-Bayati,Iraq,787368541,39.725,ASIA,Stub
Samuel Lewis Navarro,Panama,787368871,4.283,LATIN AMERICA AND THE CARIBBEAN,Start
Norbert Ratsirahonana,Madagascar,787372152,27.691,AFRICA,Start
John Sadleir,Ireland,787372362,5.003,EUROPE,Start
Nobuyoshi Mutō,Japan,787373850,125.96700000000001,ASIA,Start
Noah Meisel,Latvia,787374164,1.902,EUROPE,Stub
Noach Pryłucki,Poland,787374211,38.368,EUROPE,Start
Sándor Józan,Hungary,787375351,9.767000000000001,EUROPE,Stub
Jean-Paul Ngoupandé,Central African Republic,787377640,4.83,AFRICA,C
Tertius Zongo,Burkina Faso,787377879,20.903000000000002,AFRICA,Start
Tharcisse Renzaho,Rwanda,787378028,12.952,AFRICA,Start
Nguyễn Thị Bình,Vietnam,787378099,96.209,ASIA,Start
Nguyễn Tiến Hưng,Vietnam,787378130,96.209,ASIA,Start
Thomas T. Riley,United States,787378692,329.87800000000004,NORTHERN AMERICA,Start
Tibor Zádor,Hungary,787378864,9.767000000000001,EUROPE,Stub
Nina Bang,Denmark,787378943,5.829,EUROPE,B
Nikolay Novosiltsev,Russia,787379527,146.733,EUROPE,Start
Nikolay Milyutin,Russia,787379535,146.733,EUROPE,B
Niko Nikoladze,Russia,787379887,146.733,EUROPE,Start
Nicolaos Matussis,Greece,787382108,10.7,EUROPE,Start
Nicolae Militaru,Romania,787382161,19.241,EUROPE,Start
Martín de Barúa,Paraguay,787383690,7.255,LATIN AMERICA AND THE CARIBBEAN,Start
Mercedes Odina,Spain,787384412,47.635,EUROPE,Start
Abdallah Wali,Nigeria,787384789,206.14,AFRICA,Stub
Abdallahi Hassen Ben Hmeida,Mauritania,787384913,4.65,AFRICA,Stub
José Domingo de Obaldía,Panama,787385086,4.283,LATIN AMERICA AND THE CARIBBEAN,Start
Ion Nistor,Romania,787385543,19.241,EUROPE,C
Abdel Hafiz Nofal,Palestinian Territory,787385830,5.008,ASIA,Start
Bonawentura Niemojowski,Poland,787385866,38.368,EUROPE,Start
Abdel Latif Boghdadi (politician),Egypt,787386105,100.803,AFRICA,GA
Abdel Moneim Amin,Egypt,787386310,100.803,AFRICA,Stub
Francisco Novella Azabal Pérez y Sicardo,Spain,787386341,47.635,EUROPE,Start
Abdel Rahim Mohammed Hussein,Sudan,787386466,43.849,AFRICA,C
Abdel Wahab Qaid,Libya,787386598,6.891,AFRICA,Start
Vencel Házi,Hungary,787386882,9.767000000000001,EUROPE,Stub
Vladimir Kumets,Belarus,787388503,9.375,EUROPE,C
Víctor Mosquera Chaux,Colombia,787388568,49.443999999999996,LATIN AMERICA AND THE CARIBBEAN,Stub
Warsame Abdi Shirwa,Somalia,787388828,15.892999999999999,AFRICA,Stub
Abdellatif Maazouz,Morocco,787388953,35.952,AFRICA,Stub
Ertha Pascal-Trouillot,Haiti,787389049,11.402999999999999,LATIN AMERICA AND THE CARIBBEAN,Start
Abdelmajid Saleh,Lebanon,787389127,6.825,ASIA,Stub
Abdelwahed Radi,Morocco,787389480,35.952,AFRICA,Stub
Women in San Marino,San Marino,787389706,34.0,EUROPE,Start
Abdeslam Ahizoune,Morocco,787390116,35.952,AFRICA,Stub
Youssouf Togoïmi,Chad,787390241,16.877,AFRICA,Start
Abdessamad Qaiouh,Morocco,787390281,35.952,AFRICA,Stub
Abdi Shakur Sheikh Hassan,Somalia,787390489,15.892999999999999,AFRICA,Start
Rosalía Arteaga,Ecuador,787390514,17.511,LATIN AMERICA AND THE CARIBBEAN,Start
Abdihakim Dahir Said,Somalia,787390903,15.892999999999999,AFRICA,Stub
Abdikarin Dahir,Somalia,787390984,15.892999999999999,AFRICA,Stub
Abdilatif Abdalla,Kenya,787391046,53.528,AFRICA,Start
Abdilwali Hersi Abdille Indhaguran,Somalia,787391070,15.892999999999999,AFRICA,Stub
Abdirahim Hussein Mohamed,Finland,787391128,5.529,EUROPE,Stub
Abdirahman Ali Hassan,Kenya,787391152,53.528,AFRICA,Stub
Abdisalaam Issa Khatib,Tanzania,787391321,59.733999999999995,AFRICA,Stub
Abdisamad Ali Shire,Somalia,787391341,15.892999999999999,AFRICA,Start
Abdiweli Sheikh Ahmed,Somalia,787391438,15.892999999999999,AFRICA,GA
Abdolnabi Namazi,Iran,787391942,84.15,ASIA,Stub
Abdolqader Zahedi,Iran,787391975,84.15,ASIA,Stub
Abdou Kolley,Gambia,787392695,2.417,AFRICA,C
Anne Enger,Norway,787392943,5.3870000000000005,EUROPE,Stub
Abdoulaye Sékou Sow,Mali,787393321,20.250999999999998,AFRICA,Stub
Abdoulkader Cissé,Burkina Faso,787393440,20.903000000000002,AFRICA,Start
Edda Ceccoli,San Marino,787393623,34.0,EUROPE,Stub
Gloriana Ranocchini,San Marino,787393632,34.0,EUROPE,Stub
Maria Lea Pedini-Angelini,San Marino,787393639,34.0,EUROPE,Stub
Abdul'aziz Abubakar Yari,Nigeria,787393938,206.14,AFRICA,Start
Irena Degutienė,Lithuania,787394132,2.7939999999999996,EUROPE,Start
Peter Barter,Papua New Guinea,787394231,8.95,OCEANIA,Stub
Pat Farmer,Australia,787394470,25.754,OCEANIA,C
AbdulWahab Raweh,Yemen,787394651,29.826,ASIA,Start
Abdul Ali Bahari,Kenya,787394815,53.528,AFRICA,Stub
Abdul Aziz bin Husain,Malaysia,787395539,32.781,ASIA,C
Abdul Elah bin Abdulaziz Al Saud,Saudi Arabia,787395834,35.041,ASIA,Start
Abdul Ghafor Zori,Afghanistan,787396242,38.928000000000004,ASIA,Stub
Abdul Lateef (Fijian lawyer),Fiji,787398498,896.0,OCEANIA,Stub
Abdul Latif Ibrahimi,Afghanistan,787398553,38.928000000000004,ASIA,Stub
Abdul Majeed Mahir,Maldives,787398746,541.0,ASIA,Stub
Abdul Qadir Alam,Afghanistan,787399854,38.928000000000004,ASIA,Stub
Abdul Qadir Imami Ghori,Afghanistan,787399889,38.928000000000004,ASIA,Stub
Beatriz Merino,Peru,787399899,32.824,LATIN AMERICA AND THE CARIBBEAN,Start
Enkichi Ōki,Japan,787400162,125.96700000000001,ASIA,Stub
Abdul Rahim Ayoubi,Afghanistan,787400308,38.928000000000004,ASIA,Start
Abdul Rahman Habil,Libya,787400698,6.891,AFRICA,Stub
Abdul Rahman Kamudi,Libya,787400763,6.891,AFRICA,Stub
Fausta Morganti,San Marino,787401248,34.0,EUROPE,Stub
Abdul Serry-Kamal,Sierra Leone,787401928,7.977,AFRICA,Stub
Abdul Yandoma,Nigeria,787402226,206.14,AFRICA,Stub
Abdulahi Bala Adamu,Nigeria,787402298,206.14,AFRICA,Stub
Abdulazeez Ibrahim,Nigeria,787402426,206.14,AFRICA,Stub
Abdulaziz Al-Saqqaf,Yemen,787402529,29.826,ASIA,Start
